project,worktree_id,artifact_id,event_id,event_index,ts_ms,session_id,source_stream_id,prompt_index,path,artifact_type,module_anchor,operations,raw_mutation_rows,artifact_episode_ordinal,repeat_episode,validation_outcome,validation_associated
agentsight,b5bc34dabe6a,agentsight:a00003190,cf0418cbb4197832,95267,1784605646736,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,3,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,c8bb89b519fd50c7,95343,1784606469074,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,4,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003195,f723d5e7840ec11d,95351,1784606583722,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/experiment-001/real-preflight.md,paper/docs,docs,create,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003170,f723d5e7840ec11d,95351,1784606583722,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/step-report.md,paper/docs,docs,write,1,4,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,b4abd0e78bab2dd7,95358,1784606686391,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,5,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003191,f302f5bf8004c754,95360,1784606704350,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/test_source_native_task_stack_eval.py,test,script,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,c3b247ae054f44c6,95441,1784607744163,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,6,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003191,e8b32c88796aacd0,95442,1784607783233,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/test_source_native_task_stack_eval.py,test,script,write,1,3,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,88081215546e8236,95483,1784608124724,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,7,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003191,0915948c60654daa,95486,1784608144747,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/test_source_native_task_stack_eval.py,test,script,write,1,4,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,7f2067d9712465e7,95512,1784608316433,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,8,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003191,f1ede22d71ce47de,95513,1784608322773,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/test_source_native_task_stack_eval.py,test,script,write,1,5,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,3d2b4e6eb1e2dcde,95514,1784608341178,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,9,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,ff3ac9e88194baa4,95516,1784608347069,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,10,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,cbb4992bb1f9888f,95518,1784608357373,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,11,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003191,f91208f3ebe88953,95519,1784608364133,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/test_source_native_task_stack_eval.py,test,script,write,1,6,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,8c9d9dd657282ff5,95522,1784608404500,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,12,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003202,3b8ecb684f0b9c7f,95627,1784609174396,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,.agentsight/experiments/source-native-task-stack-v1/full/structure-summary.json,other,.agentsight,create,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003190,3b8ecb684f0b9c7f,95627,1784609174396,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,13,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003203,8aca7032d17b2bf7,95631,1784609224497,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/experiment-001/full-run.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003170,8aca7032d17b2bf7,95631,1784609224497,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/step-report.md,paper/docs,docs,write,1,5,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003204,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-full-operations.png,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003205,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-full-tokens.png,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003206,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-full-zoom-operations.png,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003207,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-full-zoom-tokens.png,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003208,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-preflight-operations.png,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003193,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-preflight-operations.svg,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003209,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-preflight-repaired-operations.png,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003210,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-preflight-repaired-operations.svg,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003211,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-preflight-repaired-tokens.svg,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003212,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-preflight-tokens.png,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003194,63a79fa826226540,95645,1784609317784,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/visexp/out/source-native-task-stack-v1/task-centric-preflight-tokens.svg,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003203,b6e5b233c70acc2c,95664,1784609439782,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/experiment-001/full-run.md,paper/docs,docs,write,1,2,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003213,3ed8de9e3b2fe113,95676,1784609646362,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,da781722d839b912,222,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/experiment-001/result-review.md,paper/docs,docs,create,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003190,eff74fc90be28540,95677,1784609652276,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,14,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003191,e5be23d4fb4006c5,95680,1784609668366,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/test_source_native_task_stack_eval.py,test,script,write,1,7,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003190,0225224145b5b110,95685,1784609729287,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,15,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003190,128875b3a109007e,95687,1784609812727,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,16,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,2171a7567dbb8a57,95691,1784609962263,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,17,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003191,2171a7567dbb8a57,95691,1784609962263,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/test_source_native_task_stack_eval.py,test,script,write,1,8,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003190,cb5bdb842df527b0,95693,1784609993279,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,222,script/source_native_task_stack_eval.py,code,script,write,1,18,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001373,9492103550cba12d,95743,1784624298136,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,CLAUDE.md,paper/docs,repo-root,write,1,4,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001333,19273dbf1f6360aa,95758,1784624518509,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/src/profile.rs,code,agentpprof,write,1,70,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001158,d2875bdde66041f9,95759,1784624526754,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/src/main.rs,code,agentpprof,write,1,20,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001158,1894cfeaf5e47e6c,95766,1784624666337,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/src/main.rs,code,agentpprof,write,1,21,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001333,8b8843389c22f99c,95770,1784624739461,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/src/profile.rs,code,agentpprof,write,1,71,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003214,8b8843389c22f99c,95770,1784624739461,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/tests/diff_pprof_cli.rs,test,agentpprof,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003214,9169c8f3085671b7,95772,1784624757697,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/tests/diff_pprof_cli.rs,test,agentpprof,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001165,97604169c8c8ad16,95784,1784624895495,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/README.md,paper/docs,agentpprof,write,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00001158,209f522493147776,95785,1784624901484,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/src/main.rs,code,agentpprof,write,1,22,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003215,7d89d11b680b4b22,95802,1784625027548,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/experiment-plan.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003216,7d89d11b680b4b22,95802,1784625027548,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/plan-review.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003217,7d89d11b680b4b22,95802,1784625027548,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/step-report.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003218,2d6997622097d35a,95813,1784625217892,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/agentreward_diff_pprof_eval.py,code,script,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003219,2d6997622097d35a,95813,1784625217892,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/test_agentreward_diff_pprof_eval.py,test,script,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003219,aa795365685fccec,95815,1784625258495,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/test_agentreward_diff_pprof_eval.py,test,script,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001333,7181d9cc891464dd,95816,1784625276777,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/src/profile.rs,code,agentpprof,write,1,72,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001333,f635c8ca648bd425,95817,1784625298061,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/src/profile.rs,code,agentpprof,write,1,73,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003214,f635c8ca648bd425,95817,1784625298061,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,agentpprof/tests/diff_pprof_cli.rs,test,agentpprof,write,1,3,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003218,de3b845683d86ea0,95818,1784625317613,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/agentreward_diff_pprof_eval.py,code,script,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003218,cd1dc8c2634b3bb3,95821,1784625364192,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/agentreward_diff_pprof_eval.py,code,script,write,1,3,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003215,1c429ed63b144a2d,95867,1784625687686,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/experiment-plan.md,paper/docs,docs,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003220,1c429ed63b144a2d,95867,1784625687686,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/full-run.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003221,1c429ed63b144a2d,95867,1784625687686,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/real-preflight.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001476,a7b2f932e62b0ee4,95895,1784625820255,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/user-instruction.md,paper/docs,docs,write,1,31,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003218,987203bcf1b87ace,95925,1784626005324,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/agentreward_diff_pprof_eval.py,code,script,write,1,4,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003219,987203bcf1b87ace,95925,1784626005324,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/test_agentreward_diff_pprof_eval.py,test,script,write,1,3,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003220,806e4809dae263a7,95938,1784626207524,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/full-run.md,paper/docs,docs,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003221,806e4809dae263a7,95938,1784626207524,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/real-preflight.md,paper/docs,docs,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003215,2049ed6ea746a3f8,95940,1784626229244,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/experiment-plan.md,paper/docs,docs,write,1,3,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003218,2049ed6ea746a3f8,95940,1784626229244,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/agentreward_diff_pprof_eval.py,code,script,write,1,5,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003222,92b90722e554cf08,95950,1784626293811,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/visexp/out/agentreward-diff-pprof-v1/README.md,paper/docs,docs,create,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003223,8532892d901dad98,95954,1784626372355,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/result-review.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003224,8532892d901dad98,95954,1784626372355,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/outer-audit.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003217,8532892d901dad98,95954,1784626372355,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/step-report.md,paper/docs,docs,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003215,8bb2f5df035ec491,95963,1784626453978,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/experiment-plan.md,paper/docs,docs,write,1,4,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003220,8bb2f5df035ec491,95963,1784626453978,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/full-run.md,paper/docs,docs,write,1,3,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003216,8bb2f5df035ec491,95963,1784626453978,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/plan-review.md,paper/docs,docs,write,1,2,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003221,8bb2f5df035ec491,95963,1784626453978,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/real-preflight.md,paper/docs,docs,write,1,3,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003223,8bb2f5df035ec491,95963,1784626453978,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/experiment-001/result-review.md,paper/docs,docs,write,1,2,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003224,8bb2f5df035ec491,95963,1784626453978,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/outer-audit.md,paper/docs,docs,write,1,2,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003217,8bb2f5df035ec491,95963,1784626453978,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/step-report.md,paper/docs,docs,write,1,3,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003225,896dfa0a76374f6f,96015,1784627735804,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/external-grok-review.md,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003224,896dfa0a76374f6f,96015,1784627735804,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/outer-audit.md,paper/docs,docs,write,1,3,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003217,896dfa0a76374f6f,96015,1784627735804,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/step-report.md,paper/docs,docs,write,1,4,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003225,ae0caa2321148021,96018,1784627753069,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0063-20260721T020938-0700/external-grok-review.md,paper/docs,docs,write,1,2,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00001373,188d37f33ee4251c,96055,1784628354246,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,CLAUDE.md,paper/docs,repo-root,write,1,5,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003190,188d37f33ee4251c,96055,1784628354246,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/source_native_task_stack_eval.py,code,script,write,1,19,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003191,188d37f33ee4251c,96055,1784628354246,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,script/test_source_native_task_stack_eval.py,test,script,write,1,9,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00003227,32d4618f837bae25,96060,1784628454421,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/visexp/out/source-native-task-stack-v1/task-centric-full-operations.svg,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003228,32d4618f837bae25,96060,1784628454421,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/visexp/out/source-native-task-stack-v1/task-centric-full-tokens.svg,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003229,32d4618f837bae25,96060,1784628454421,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/visexp/out/source-native-task-stack-v1/task-centric-full-zoom-operations.svg,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003230,32d4618f837bae25,96060,1784628454421,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/visexp/out/source-native-task-stack-v1/task-centric-full-zoom-tokens.svg,other,docs,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003186,48eb9a335edf2462,96064,1784628526160,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/experiment-001/experiment-plan.md,paper/docs,docs,write,1,2,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003203,cb79f69331132f2a,96065,1784628573043,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/experiment-001/full-run.md,paper/docs,docs,create;delete,2,3,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003172,c128a254050befc7,96066,1784628593939,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/experiment-001/plan-review.md,paper/docs,docs,write,1,4,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00003195,c128a254050befc7,96066,1784628593939,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,228,docs/tmp/build-and-evaluate/step-0062-20260720T200104-0700/experiment-001/real-preflight.md,paper/docs,docs,write,1,2,True,observed_validation,True
