dimension,active_display_tag,raw_tag_count,support,raw_support_pct,review_required_rows,review_required_support,review_required_support_pct,long_tail_rows,long_tail_support,candidate_rows,active_merge_rows,raw_tags,governance_actions,top_processes,top_effects,top_paths,top_context_tags
llm,architect,1,2,0.0,0,0,0.0,1,2,0,0,architect=2,keep_rare_distinct=1,,,,refactor=22
llm,asan,1,2,0.0,0,0,0.0,1,2,0,0,asan=2,keep_rare_distinct=1,,,,branding=61
llm,auditevents,1,2,0.0,1,2,100.0,1,2,1,0,auditevents=2,auto_canonicalize_existing=1,,,,trace=73; refactor=66
llm,auditreview,1,2,0.0,1,2,100.0,1,2,1,0,auditreview=2,auto_canonicalize_existing=1,,,,refactor=40; review=26
llm,auth,1,2,0.0,0,0,0.0,1,2,0,0,auth=2,keep_rare_distinct=1,,,,review=49; analyze=18
llm,bencheval,1,2,0.0,0,0,0.0,1,2,0,0,bencheval=2,keep_rare_distinct=1,,,,research=77
llm,benchrun,1,2,0.0,0,0,0.0,1,2,0,0,benchrun=2,keep_rare_distinct=1,,,,refactor=71
llm,buildkit,1,2,0.0,1,2,100.0,1,2,0,0,buildkit=2,review_merge=1,,,,analyze=92
llm,bump,1,2,0.0,0,0,0.0,1,2,0,0,bump=2,keep_rare_distinct=1,,,,analyze=71; design=52
llm,bumpversion,1,2,0.0,0,0,0.0,1,2,0,0,bumpversion=2,keep_rare_distinct=1,,,,design=129
llm,cancel,1,2,0.0,0,0,0.0,1,2,0,0,cancel=2,keep_rare_distinct=1,,,,analyze=62; design=51
llm,capability,1,2,0.0,0,0,0.0,1,2,0,0,capability=2,keep_rare_distinct=1,,,,compare=439; review=12
llm,challenge,1,2,0.0,0,0,0.0,1,2,0,0,challenge=2,keep_rare_distinct=1,,,,review=48; prooflife=9
llm,chat,1,2,0.0,0,0,0.0,1,2,0,0,chat=2,keep_rare_distinct=1,,,,sleep=41734
llm,checkconsist,1,2,0.0,0,0,0.0,1,2,0,0,checkconsist=2,keep_rare_distinct=1,,,,trace=52; review=49
llm,checkdoc,1,2,0.0,1,2,100.0,1,2,0,0,checkdoc=2,review_merge=1,,,,review=56; diagram=37
llm,checkfiles,1,2,0.0,1,2,100.0,1,2,0,0,checkfiles=2,review_merge=1,,,,explore=58898; review=8305
llm,checklogs,1,2,0.0,1,2,100.0,1,2,0,0,checklogs=2,review_merge=1,,,,design=79
llm,checkout,1,2,0.0,0,0,0.0,1,2,0,0,checkout=2,keep_rare_distinct=1,,,,search=42; design=29
llm,checkrelease,1,2,0.0,0,0,0.0,1,2,0,0,checkrelease=2,keep_rare_distinct=1,,,,research=73; explain=57
llm,checksetup,1,2,0.0,1,2,100.0,1,2,1,0,checksetup=2,auto_canonicalize_existing=1,,,,review=61606; refactor=61
llm,checksum,1,2,0.0,1,2,100.0,1,2,0,0,checksum=2,review_merge=1,,,,test=64; review=62
llm,checksync,1,2,0.0,0,0,0.0,1,2,0,0,checksync=2,keep_rare_distinct=1,,,,analyze=44; review=44
llm,checkwarn,1,2,0.0,1,2,100.0,1,2,0,0,checkwarn=2,review_merge=1,,,,review=47; explain=25
llm,chmod,1,2,0.0,0,0,0.0,1,2,0,0,chmod=2,keep_rare_distinct=1,,,,design=63; review=20
llm,clarify,1,2,0.0,0,0,0.0,1,2,0,0,clarify=2,keep_rare_distinct=1,,,,clarify=21; question=21
llm,classify,1,2,0.0,0,0,0.0,1,2,0,0,classify=2,keep_rare_distinct=1,,,,refactor=56; research=47
llm,cleanartefac,1,2,0.0,0,0,0.0,1,2,0,0,cleanartefac=2,keep_rare_distinct=1,,,,review=77; design=42
llm,cleanko,1,2,0.0,0,0,0.0,1,2,0,0,cleanko=2,keep_rare_distinct=1,,,,refactor=81; debug=63
llm,cleanrun,1,2,0.0,0,0,0.0,1,2,0,0,cleanrun=2,keep_rare_distinct=1,,,,analyze=87
llm,close,1,2,0.0,0,0,0.0,1,2,0,0,close=2,keep_rare_distinct=1,,,,review=25; analyze=17
llm,comment,1,2,0.0,0,0,0.0,1,2,0,0,comment=2,keep_rare_distinct=1,,,,design=31; refactor=24
llm,commitlog,1,2,0.0,0,0,0.0,1,2,0,0,commitlog=2,keep_rare_distinct=1,,,,analyze=28; research=16
llm,compress,1,2,0.0,0,0,0.0,1,2,0,0,compress=2,keep_rare_distinct=1,,,,analyze=35; refactor=18
llm,constprop,1,2,0.0,0,0,0.0,1,2,0,0,constprop=2,keep_rare_distinct=1,,,,refactor=145
llm,cost,1,2,0.0,0,0,0.0,1,2,0,0,cost=2,keep_rare_distinct=1,,,,research=295; flags=16
llm,cwdfallback,1,2,0.0,0,0,0.0,1,2,0,0,cwdfallback=2,keep_rare_distinct=1,,,,review=68; refactor=52
llm,datafetch,1,2,0.0,0,0,0.0,1,2,0,0,datafetch=2,keep_rare_distinct=1,,,,metrics=5131477; review=150845
llm,dbcheck,1,2,0.0,1,2,100.0,1,2,0,0,dbcheck=2,review_merge=1,,,,test=65; review=14
llm,dce,1,2,0.0,0,0,0.0,1,2,0,0,dce=2,keep_rare_distinct=1,,,,refactor=103418
llm,deadcode,1,2,0.0,0,0,0.0,1,2,0,0,deadcode=2,keep_rare_distinct=1,,,,refactor=156907
llm,decommission,1,2,0.0,0,0,0.0,1,2,0,0,decommission=2,keep_rare_distinct=1,,,,analyze=56
llm,decrypt,1,2,0.0,0,0,0.0,1,2,0,0,decrypt=2,keep_rare_distinct=1,,,,trace=128239
llm,demo,1,2,0.0,0,0,0.0,1,2,0,0,demo=2,keep_rare_distinct=1,,,,docs=74200; review=397
llm,detect,1,2,0.0,0,0,0.0,1,2,0,0,detect=2,keep_rare_distinct=1,,,,research=390; commitlog=52
llm,dfanalyze,1,2,0.0,1,2,100.0,1,2,1,0,dfanalyze=2,auto_canonicalize_existing=1,,,,analyze=85; cleanup=39
llm,diagnostic,1,2,0.0,0,0,0.0,1,2,0,0,diagnostic=2,keep_rare_distinct=1,,,,refactor=56; commitlog=49
llm,diagnostics,1,2,0.0,0,0,0.0,1,2,0,0,diagnostics=2,keep_rare_distinct=1,,,,review=51; refactor=43
llm,diagram,1,2,0.0,0,0,0.0,1,2,0,0,diagram=2,keep_rare_distinct=1,,,,trace=65; auditrewrite=48
llm,difffix,1,2,0.0,1,2,100.0,1,2,1,0,difffix=2,auto_canonicalize_existing=1,,,,review=58
llm,diffreview,1,2,0.0,1,2,100.0,1,2,1,0,diffreview=2,auto_canonicalize_existing=1,,,,review=34; refactor=7
llm,diffs,1,2,0.0,0,0,0.0,1,2,0,0,diffs=2,keep_rare_distinct=1,,,,testcodex=34; test=27
llm,doccheck,1,2,0.0,1,2,100.0,1,2,1,0,doccheck=2,auto_canonicalize_existing=1,,,,docs=41353; review=47
llm,dockerignore,1,2,0.0,0,0,0.0,1,2,0,0,dockerignore=2,keep_rare_distinct=1,,,,refactor=132
llm,docsvisexp,1,2,0.0,1,2,100.0,1,2,0,0,docsvisexp=2,review_merge=1,,,,design=76
llm,doctor,1,2,0.0,0,0,0.0,1,2,0,0,doctor=2,keep_rare_distinct=1,,,,refactor=68; testcodex=47
llm,edit,1,2,0.0,0,0,0.0,1,2,0,0,edit=2,keep_rare_distinct=1,,,,refactor=264560; analyze=36
llm,embed,1,2,0.0,0,0,0.0,1,2,0,0,embed=2,keep_rare_distinct=1,,,,ignore=55580; analyze=18
llm,encode,1,2,0.0,0,0,0.0,1,2,0,0,encode=2,keep_rare_distinct=1,,,,refactor=492
llm,escape,1,2,0.0,0,0,0.0,1,2,0,0,escape=2,keep_rare_distinct=1,,,,review=64; refactor=24
llm,evaluatemark,1,2,0.0,1,2,100.0,1,2,1,0,evaluatemark=2,auto_canonicalize_existing=1,,,,review=45; rqimprove=41
llm,examine,1,2,0.0,0,0,0.0,1,2,0,0,examine=2,keep_rare_distinct=1,,,,refactor=110427
llm,examples,1,2,0.0,0,0,0.0,1,2,0,0,examples=2,keep_rare_distinct=1,,,,explain=70; design=9
llm,faq,1,2,0.0,0,0,0.0,1,2,0,0,faq=2,keep_rare_distinct=1,,,,faq=28; builddocscod=10
llm,fixcfg,1,2,0.0,0,0,0.0,1,2,0,0,fixcfg=2,keep_rare_distinct=1,,,,research=50; analyze=29
llm,fixclippy,1,2,0.0,0,0,0.0,1,2,0,0,fixclippy=2,keep_rare_distinct=1,,,,lint=166049; refactor=103104
llm,fixcsv,1,2,0.0,0,0,0.0,1,2,0,0,fixcsv=2,keep_rare_distinct=1,,,,design=81
llm,fixencode,1,2,0.0,0,0,0.0,1,2,0,0,fixencode=2,keep_rare_distinct=1,,,,design=151
llm,fixfmt,1,2,0.0,1,2,100.0,1,2,1,0,fixfmt=2,auto_canonicalize_existing=1,,,,review=46; refactor=17
llm,fixlatex,1,2,0.0,0,0,0.0,1,2,0,0,fixlatex=2,keep_rare_distinct=1,,,,review=75
llm,fixlog,1,2,0.0,0,0,0.0,1,2,0,0,fixlog=2,keep_rare_distinct=1,,,,research=355; design=56
llm,fixsyntax,1,2,0.0,0,0,0.0,1,2,0,0,fixsyntax=2,keep_rare_distinct=1,,,,refactor=43; capture=36
llm,fixunicode,1,2,0.0,0,0,0.0,1,2,0,0,fixunicode=2,keep_rare_distinct=1,,,,analyze=102
llm,flush,1,2,0.0,0,0,0.0,1,2,0,0,flush=2,keep_rare_distinct=1,,,,maintain=53; refactor=24
llm,fmttest,1,2,0.0,1,2,100.0,1,2,1,0,fmttest=2,auto_canonicalize_existing=1,,,,refactor=87
llm,gatefix,1,2,0.0,0,0,0.0,1,2,0,0,gatefix=2,keep_rare_distinct=1,,,,explain=48; review=33
llm,gitstatus,1,2,0.0,0,0,0.0,1,2,0,0,gitstatus=2,keep_rare_distinct=1,,,,benchmark=86; analyze=38
llm,grepcheck,1,2,0.0,1,2,100.0,1,2,1,0,grepcheck=2,auto_canonicalize_existing=1,,,,refactor=26532; diagram=19
llm,greptool,1,2,0.0,0,0,0.0,1,2,0,0,greptool=2,keep_rare_distinct=1,,,,refactor=748784
llm,hardening,1,2,0.0,0,0,0.0,1,2,0,0,hardening=2,keep_rare_distinct=1,,,,design=77; capture=44
llm,hashcheck,1,2,0.0,0,0,0.0,1,2,0,0,hashcheck=2,keep_rare_distinct=1,,,,review=35; report=16
llm,hello,1,2,0.0,0,0,0.0,1,2,0,0,hello=2,keep_rare_distinct=1,,,,hello=39654
llm,hidden,1,2,0.0,0,0,0.0,1,2,0,0,hidden=2,keep_rare_distinct=1,,,,refactor=812
llm,history,1,2,0.0,0,0,0.0,1,2,0,0,history=2,keep_rare_distinct=1,,,,review=25; refactor=21
llm,image,1,2,0.0,0,0,0.0,1,2,0,0,image=2,keep_rare_distinct=1,,,,refactor=97
llm,import,1,2,0.0,0,0,0.0,1,2,0,0,import=2,keep_rare_distinct=1,,,,review=45; analyze=43
llm,importance,1,2,0.0,0,0,0.0,1,2,0,0,importance=2,keep_rare_distinct=1,,,,refactor=111974; design=43
llm,include,1,2,0.0,0,0,0.0,1,2,0,0,include=2,keep_rare_distinct=1,,,,refactor=49; design=43
llm,index,1,2,0.0,0,0,0.0,1,2,0,0,index=2,keep_rare_distinct=1,,,,refactor=56; research=40
llm,indexing,1,2,0.0,0,0,0.0,1,2,0,0,indexing=2,keep_rare_distinct=1,,,,evaluate=58; design=33
llm,initsetup,1,2,0.0,0,0,0.0,1,2,0,0,initsetup=2,keep_rare_distinct=1,,,,refactor=47; analyze=31
llm,integration,1,2,0.0,0,0,0.0,1,2,0,0,integration=2,keep_rare_distinct=1,,,,design=506; review=14
llm,jitdump,1,2,0.0,0,0,0.0,1,2,0,0,jitdump=2,keep_rare_distinct=1,,,,refactor=91
llm,jsonify,1,2,0.0,0,0,0.0,1,2,0,0,jsonify=2,keep_rare_distinct=1,,,,question=298; test=53
llm,keylog,1,2,0.0,0,0,0.0,1,2,0,0,keylog=2,keep_rare_distinct=1,,,,trace=654122
llm,keywords,1,2,0.0,0,0,0.0,1,2,0,0,keywords=2,keep_rare_distinct=1,,,,explain=86
llm,killproc,1,2,0.0,0,0,0.0,1,2,0,0,killproc=2,keep_rare_distinct=1,,,,analyze=36; deployed=32
llm,license,1,2,0.0,0,0,0.0,1,2,0,0,license=2,keep_rare_distinct=1,,,,doc=59; docgen=35
llm,lineage,1,2,0.0,0,0,0.0,1,2,0,0,lineage=2,keep_rare_distinct=1,,,,analyze=109
llm,linker,1,2,0.0,0,0,0.0,1,2,0,0,linker=2,keep_rare_distinct=1,,,,benchmark=145
llm,linkplan,1,2,0.0,0,0,0.0,1,2,0,0,linkplan=2,keep_rare_distinct=1,,,,refactor=134
llm,listsrc,1,2,0.0,0,0,0.0,1,2,0,0,listsrc=2,keep_rare_distinct=1,,,,listsrc=29225
llm,logs,1,2,0.0,0,0,0.0,1,2,0,0,logs=2,keep_rare_distinct=1,,,,refactor=53; analyze=17
llm,logscan,1,2,0.0,0,0,0.0,1,2,0,0,logscan=2,keep_rare_distinct=1,,,,review=71
llm,logsync,1,2,0.0,0,0,0.0,1,2,0,0,logsync=2,keep_rare_distinct=1,,,,refactor=45; analyze=34
llm,logtail,1,2,0.0,0,0,0.0,1,2,0,0,logtail=2,keep_rare_distinct=1,,,,test=35; analyze=16
llm,maintain,1,2,0.0,0,0,0.0,1,2,0,0,maintain=2,keep_rare_distinct=1,,,,research=56; review=15
llm,marketdoc,1,2,0.0,0,0,0.0,1,2,0,0,marketdoc=2,keep_rare_distinct=1,,,,userscenariq=120
llm,microbench,1,2,0.0,0,0,0.0,1,2,0,0,microbench=2,keep_rare_distinct=1,,,,analyze=63; refactor=31
llm,monitoring,1,2,0.0,0,0,0.0,1,2,0,0,monitoring=2,keep_rare_distinct=1,,,,trace=172; refactor=47
llm,namecheck,1,2,0.0,0,0,0.0,1,2,0,0,namecheck=2,keep_rare_distinct=1,,,,design=308; refactor=13
llm,navigate,1,2,0.0,0,0,0.0,1,2,0,0,navigate=2,keep_rare_distinct=1,,,,refactor=46; analyze=25
llm,notes,1,2,0.0,0,0,0.0,1,2,0,0,notes=2,keep_rare_distinct=1,,,,testcodex=80; test=53
llm,offset,1,2,0.0,0,0,0.0,1,2,0,0,offset=2,keep_rare_distinct=1,,,,offsets=438; refactor=13
llm,oracle,1,2,0.0,0,0,0.0,1,2,0,0,oracle=2,keep_rare_distinct=1,,,,refactor=71; analyze=36
llm,overhead,1,2,0.0,0,0,0.0,1,2,0,0,overhead=2,keep_rare_distinct=1,,,,eval=74; trace=30
llm,packaging,1,2,0.0,0,0,0.0,1,2,0,0,packaging=2,keep_rare_distinct=1,,,,refactor=68; branding=55
llm,parsejson,1,2,0.0,1,2,100.0,1,2,1,0,parsejson=2,auto_canonicalize_existing=1,,,,review=60; test=29
llm,pdfcheck,1,2,0.0,0,0,0.0,1,2,0,0,pdfcheck=2,keep_rare_distinct=1,,,,research=57; review=38
llm,performance,1,2,0.0,0,0,0.0,1,2,0,0,performance=2,keep_rare_distinct=1,,,,refactor=67; report=58
llm,perfstat,1,2,0.0,0,0,0.0,1,2,0,0,perfstat=2,keep_rare_distinct=1,,,,docs=22676227; refactor=50856
llm,perfstrace,1,2,0.0,0,0,0.0,1,2,0,0,perfstrace=2,keep_rare_distinct=1,,,,abstract=192; research=6
llm,plandoc,1,2,0.0,0,0,0.0,1,2,0,0,plandoc=2,keep_rare_distinct=1,,,,refactor=50; design=40
llm,polish,1,2,0.0,0,0,0.0,1,2,0,0,polish=2,keep_rare_distinct=1,,,,review=56; analyze=52
llm,postphase,1,2,0.0,0,0,0.0,1,2,0,0,postphase=2,keep_rare_distinct=1,,,,benchmark=105
llm,postsmoke,1,2,0.0,0,0,0.0,1,2,0,0,postsmoke=2,keep_rare_distinct=1,,,,refactor=49; benchmark=45
llm,prdraft,1,2,0.0,0,0,0.0,1,2,0,0,prdraft=2,keep_rare_distinct=1,,,,branding=37; refactor=27
llm,prereg,1,2,0.0,0,0,0.0,1,2,0,0,prereg=2,keep_rare_distinct=1,,,,analyze=99
llm,probe,1,2,0.0,0,0,0.0,1,2,0,0,probe=2,keep_rare_distinct=1,,,,refactor=149
llm,provenance,1,2,0.0,0,0,0.0,1,2,0,0,provenance=2,keep_rare_distinct=1,,,,analyze=48; design=31
llm,question,1,2,0.0,0,0,0.0,1,2,0,0,question=2,keep_rare_distinct=1,,,,feedback=70; deploy=30
llm,rebuild,1,2,0.0,1,2,100.0,1,2,0,0,rebuild=2,review_merge=1,,,,refactor=82
llm,redirect,1,2,0.0,0,0,0.0,1,2,0,0,redirect=2,keep_rare_distinct=1,,,,design=48; refactor=44
llm,regalloc,1,2,0.0,0,0,0.0,1,2,0,0,regalloc=2,keep_rare_distinct=1,,,,refactor=74; warn=74
llm,reload,1,2,0.0,0,0,0.0,1,2,0,0,reload=2,keep_rare_distinct=1,,,,serve=186; syncdir=50
llm,repo,1,2,0.0,0,0,0.0,1,2,0,0,repo=2,keep_rare_distinct=1,,,,refactor=86; branding=41
llm,reporting,1,2,0.0,1,2,100.0,1,2,0,0,reporting=2,review_merge=1,,,,analyze=58; designfix=24
llm,repro,1,2,0.0,0,0,0.0,1,2,0,0,repro=2,keep_rare_distinct=1,,,,tree=41731; commitlog=51
llm,resize,1,2,0.0,0,0,0.0,1,2,0,0,resize=2,keep_rare_distinct=1,,,,refactor=66; font=24
llm,result,1,2,0.0,0,0,0.0,1,2,0,0,result=2,keep_rare_distinct=1,,,,refactor=49; analyze=30
llm,revert,1,2,0.0,0,0,0.0,1,2,0,0,revert=2,keep_rare_distinct=1,,,,branching=43; refactor=28
llm,reviewchk,1,2,0.0,1,2,100.0,1,2,1,0,reviewchk=2,auto_canonicalize_existing=1,,,,review=2384
llm,revise,1,2,0.0,0,0,0.0,1,2,0,0,revise=2,keep_rare_distinct=1,,,,analyze=51; review=45
llm,section,1,2,0.0,0,0,0.0,1,2,0,0,section=2,keep_rare_distinct=1,,,,uxdesign=824; question=27
llm,select,1,2,0.0,0,0,0.0,1,2,0,0,select=2,keep_rare_distinct=1,,,,refactor=128
llm,serialize,1,2,0.0,0,0,0.0,1,2,0,0,serialize=2,keep_rare_distinct=1,,,,refactor=49398
llm,sort,1,2,0.0,0,0,0.0,1,2,0,0,sort=2,keep_rare_distinct=1,,,,testmerge=39690
llm,stale,1,2,0.0,0,0,0.0,1,2,0,0,stale=2,keep_rare_distinct=1,,,,research=71
llm,startvm,1,2,0.0,0,0,0.0,1,2,0,0,startvm=2,keep_rare_distinct=1,,,,refactor=49; design=29
llm,staticcheck,1,2,0.0,1,2,100.0,1,2,1,0,staticcheck=2,auto_canonicalize_existing=1,,,,refactor=68; design=46
llm,statscheck,1,2,0.0,1,2,100.0,1,2,1,0,statscheck=2,auto_canonicalize_existing=1,,,,refactor=44; review=42
llm,statson,1,2,0.0,1,2,100.0,1,2,1,0,statson=2,auto_canonicalize_existing=1,,,,refactor=97
llm,statuscheck,1,2,0.0,1,2,100.0,1,2,0,0,statuscheck=2,review_merge=1,,,,test=42; refactor=10
llm,stoprun,1,2,0.0,0,0,0.0,1,2,0,0,stoprun=2,keep_rare_distinct=1,,,,refactor=62; testcodex=37
llm,stopserver,1,2,0.0,0,0,0.0,1,2,0,0,stopserver=2,keep_rare_distinct=1,,,,trace=39; tag=30
llm,strings,1,2,0.0,0,0,0.0,1,2,0,0,strings=2,keep_rare_distinct=1,,,,feedback=56; docs=34
llm,survey,1,2,0.0,0,0,0.0,1,2,0,0,survey=2,keep_rare_distinct=1,,,,audit=35; refactor=34
llm,syncdir,1,2,0.0,0,0,0.0,1,2,0,0,syncdir=2,keep_rare_distinct=1,,,,syncdir=45; syncsync=29
llm,syncsetup,1,2,0.0,0,0,0.0,1,2,0,0,syncsetup=2,keep_rare_distinct=1,,,,syncdir=66; syncsync=45
llm,syncsyncsync,1,2,0.0,0,0,0.0,1,2,0,0,syncsyncsync=2,keep_rare_distinct=1,,,,review=36; design=16
llm,syscall,1,2,0.0,0,0,0.0,1,2,0,0,syscall=2,keep_rare_distinct=1,,,,refactor=39; match=13
llm,tagging,1,2,0.0,0,0,0.0,1,2,0,0,tagging=2,keep_rare_distinct=1,,,,design=79; commitlog=23
llm,testbin,1,2,0.0,1,2,100.0,1,2,1,0,testbin=2,auto_canonicalize_existing=1,,,,refactor=523
llm,testsetup,1,2,0.0,1,2,100.0,1,2,0,0,testsetup=2,review_merge=1,,,,refactor=58664; test=68
llm,todo,1,2,0.0,0,0,0.0,1,2,0,0,todo=2,keep_rare_distinct=1,,,,test=7; refactor=5
llm,top,1,2,0.0,0,0,0.0,1,2,0,0,top=2,keep_rare_distinct=1,,,,design=74; docs=39
llm,topics,1,2,0.0,0,0,0.0,1,2,0,0,topics=2,keep_rare_distinct=1,,,,review=76; design=70
llm,trackr,1,2,0.0,0,0,0.0,1,2,0,0,trackr=2,keep_rare_distinct=1,,,,analyze=69
llm,transcribe,1,2,0.0,0,0,0.0,1,2,0,0,transcribe=2,keep_rare_distinct=1,,,,analyze=100
llm,triage,1,2,0.0,0,0,0.0,1,2,0,0,triage=2,keep_rare_distinct=1,,,,explain=46; refactor=36
llm,updatebudget,1,2,0.0,1,2,100.0,1,2,1,0,updatebudget=2,auto_canonicalize_existing=1,,,,review=81
llm,upgrade,1,2,0.0,0,0,0.0,1,2,0,0,upgrade=2,keep_rare_distinct=1,,,,analyze=104
llm,usecase,1,2,0.0,0,0,0.0,1,2,0,0,usecase=2,keep_rare_distinct=1,,,,refactor=43; design=10
llm,venv,1,2,0.0,0,0,0.0,1,2,0,0,venv=2,keep_rare_distinct=1,,,,refactor=167806; source=58363
llm,verifyalign,1,2,0.0,0,0,0.0,1,2,0,0,verifyalign=2,keep_rare_distinct=1,,,,refactor=79; explain=47
llm,verifyinsn,1,2,0.0,0,0,0.0,1,2,0,0,verifyinsn=2,keep_rare_distinct=1,,,,refactor=602
llm,view,1,2,0.0,0,0,0.0,1,2,0,0,view=2,keep_rare_distinct=1,,,,mergeprompt=78; design=56
llm,viewupdate,1,2,0.0,1,2,100.0,1,2,0,0,viewupdate=2,review_merge=1,,,,refactor=53
llm,visualize,1,2,0.0,0,0,0.0,1,2,0,0,visualize=2,keep_rare_distinct=1,,,,branching=47; analyze=42
llm,warmup,1,2,0.0,0,0,0.0,1,2,0,0,warmup=2,keep_rare_distinct=1,,,,test=39; refactor=35
llm,workflow,1,2,0.0,0,0,0.0,1,2,0,0,workflow=2,keep_rare_distinct=1,,,,install=49; explain=14
llm,writestry,1,2,0.0,1,2,100.0,1,2,0,0,writestry=2,review_merge=1,,,,refactor=148216352; test=4498242
prompt,agentsightau,1,2,0.0,0,0,0.0,1,2,0,0,agentsightau=2,keep_rare_distinct=1,printf=2,process=2,none=2,confirmed=3
prompt,agentsightsm,1,2,0.0,0,0,0.0,1,2,0,0,agentsightsm=2,keep_rare_distinct=1,,,,test=2
prompt,bootstrap,1,2,0.0,0,0,0.0,1,2,0,0,bootstrap=2,keep_rare_distinct=1,,,,build=2
prompt,cleanbuild,1,2,0.0,1,2,100.0,1,2,0,0,cleanbuild=2,review_merge=1,docker=2,process=2,none=2,cleanup=3
prompt,confirm,1,2,0.0,0,0,0.0,1,2,0,0,confirm=2,keep_rare_distinct=1,printf=2,process=2,none=2,agentsightb=3
prompt,diskcheck,1,2,0.0,0,0,0.0,1,2,0,0,diskcheck=2,keep_rare_distinct=1,df=2,process=2,yunwei37=2,design=3
prompt,examples,1,2,0.0,0,0,0.0,1,2,0,0,examples=2,keep_rare_distinct=1,,,,review=1; test=1
prompt,findemit,1,2,0.0,0,0,0.0,1,2,0,0,findemit=2,keep_rare_distinct=1,rg=1; sed=1,read=2,vendor=2,refactor=3
prompt,harness,1,2,0.0,0,0,0.0,1,2,0,0,harness=2,keep_rare_distinct=1,,,,review=2
prompt,priceest,1,2,0.0,0,0,0.0,1,2,0,0,priceest=2,keep_rare_distinct=1,python3=2,process=2,none=2,refactor=3
prompt,register,1,2,0.0,0,0,0.0,1,2,0,0,register=2,keep_rare_distinct=1,,,,branding=2
prompt,render,1,2,0.0,0,0,0.0,1,2,0,0,render=2,keep_rare_distinct=1,python3=2,process=2,none=2,refactor=3
prompt,sleep,1,2,0.0,0,0,0.0,1,2,0,0,sleep=2,keep_rare_distinct=1,printf=2,process=2,none=2,bashoutput=3
prompt,source,1,2,0.0,0,0,0.0,1,2,0,0,source=2,keep_rare_distinct=1,source=2,process=2,.venv=2,research=4
prompt,stressng,1,2,0.0,0,0,0.0,1,2,0,0,stressng=2,keep_rare_distinct=1,,,,test=2
prompt,translate,1,2,0.0,0,0,0.0,1,2,0,0,translate=2,keep_rare_distinct=1,,,,branding=2
prompt,tree,1,2,0.0,0,0,0.0,1,2,0,0,tree=2,keep_rare_distinct=1,printf=2,process=2,none=2,sleep=3
session,agentsightb,1,2,0.0,0,0,0.0,1,2,0,0,agentsightb=2,keep_rare_distinct=1,printf=2,process=2,none=2,confirm=2
session,agentsightr,1,2,0.0,0,0,0.0,1,2,0,0,agentsightr=2,keep_rare_distinct=1,printf=2,process=2,none=2,agentsightr=2
session,bashoutput,1,2,0.0,0,0,0.0,1,2,0,0,bashoutput=2,keep_rare_distinct=1,printf=2,process=2,none=2,sleep=2
session,confirmed,1,2,0.0,0,0,0.0,1,2,0,0,confirmed=2,keep_rare_distinct=1,printf=2,process=2,none=2,agentsightau=2
session,sleep,1,2,0.0,0,0,0.0,1,2,0,0,sleep=2,keep_rare_distinct=1,printf=2,process=2,none=2,tree=2
llm,ablate,1,1,0.0,0,0,0.0,1,1,0,0,ablate=1,keep_rare_distinct=1,,,,evaluate=48
llm,ablation,1,1,0.0,0,0,0.0,1,1,0,0,ablation=1,keep_rare_distinct=1,,,,evaluate=49
llm,abstraction,1,1,0.0,0,0,0.0,1,1,0,0,abstraction=1,keep_rare_distinct=1,,,,refactor=58692
llm,activate,1,1,0.0,0,0,0.0,1,1,0,0,activate=1,keep_rare_distinct=1,,,,refactor=83958
llm,actplaned,1,1,0.0,0,0,0.0,1,1,0,0,actplaned=1,keep_rare_distinct=1,,,,design=480
llm,adapter,1,1,0.0,0,0,0.0,1,1,0,0,adapter=1,keep_rare_distinct=1,,,,review=107
llm,addcwd,1,1,0.0,0,0,0.0,1,1,0,0,addcwd=1,keep_rare_distinct=1,,,,workspace=150423
llm,addendpoint,1,1,0.0,0,0,0.0,1,1,0,0,addendpoint=1,keep_rare_distinct=1,,,,tag=29
llm,addfilter,1,1,0.0,0,0,0.0,1,1,0,0,addfilter=1,keep_rare_distinct=1,,,,analyze=28
llm,addsynthetic,1,1,0.0,0,0,0.0,1,1,0,0,addsynthetic=1,keep_rare_distinct=1,,,,refactor=14
llm,adminrights,1,1,0.0,0,0,0.0,1,1,0,0,adminrights=1,keep_rare_distinct=1,,,,validate=77
llm,admission,1,1,0.0,0,0,0.0,1,1,0,0,admission=1,keep_rare_distinct=1,,,,refactor=85
llm,agents,1,1,0.0,0,0,0.0,1,1,0,0,agents=1,keep_rare_distinct=1,,,,analyze=71
llm,agentsightr,1,1,0.0,0,0,0.0,1,1,0,0,agentsightr=1,keep_rare_distinct=1,,,,review=117
llm,alias,1,1,0.0,0,0,0.0,1,1,0,0,alias=1,keep_rare_distinct=1,,,,refactor=74
llm,alignment,1,1,0.0,0,0,0.0,1,1,0,0,alignment=1,keep_rare_distinct=1,,,,explain=70
llm,allow,1,1,0.0,0,0,0.0,1,1,0,0,allow=1,keep_rare_distinct=1,,,,design=45
llm,analyzedocs,1,1,0.0,1,1,100.0,1,1,1,0,analyzedocs=1,auto_canonicalize_existing=1,,,,analyze=29
llm,analyzefs,1,1,0.0,1,1,100.0,1,1,0,0,analyzefs=1,review_merge=1,,,,diskfull=91
llm,analyzelog,1,1,0.0,1,1,100.0,1,1,1,0,analyzelog=1,auto_canonicalize_existing=1,,,,analyze=30
