id,project,family,template,method,repetition,status,answer,expected,original_frozen_expected,correct,wrong,scoreable,cell_terminal_status,question_spec_sha256
agentskill-observability-paper-C2,agentskill-observability-paper,C,C2,raw_model,3,answer,9,9,9,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C3,agentskill-observability-paper,C,C3,raw_model,3,answer,1,1,1,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C4,agentskill-observability-paper,C,C4,raw_model,3,answer,11,11,11,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C5,agentskill-observability-paper,C,C5,raw_model,3,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D1,agentskill-observability-paper,D,D1,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D2,agentskill-observability-paper,D,D2,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D3,agentskill-observability-paper,D,D3,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D4,agentskill-observability-paper,D,D4,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D5,agentskill-observability-paper,D,D5,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A1,academic-writing-skills,A,A1,raw_model,1,answer,174,112,112,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A2,academic-writing-skills,A,A2,raw_model,1,answer,250,250,357,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A3,academic-writing-skills,A,A3,raw_model,1,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A4,academic-writing-skills,A,A4,raw_model,1,answer,5,5,5,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A5,academic-writing-skills,A,A5,raw_model,1,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B1,academic-writing-skills,B,B1,raw_model,1,answer,88,90,90,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B2,academic-writing-skills,B,B2,raw_model,1,answer,14,16,16,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B3,academic-writing-skills,B,B3,raw_model,1,answer,74,74,74,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B4,academic-writing-skills,B,B4,raw_model,1,answer,read,read,read,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B5,academic-writing-skills,B,B5,raw_model,1,answer,6,6,6,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C1,academic-writing-skills,C,C1,raw_model,1,answer,6,6,6,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C2,academic-writing-skills,C,C2,raw_model,1,answer,9,8,9,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C3,academic-writing-skills,C,C3,raw_model,1,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C4,academic-writing-skills,C,C4,raw_model,1,answer,11,11,11,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C5,academic-writing-skills,C,C5,raw_model,1,answer,22,23,23,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D1,academic-writing-skills,D,D1,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D2,academic-writing-skills,D,D2,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D3,academic-writing-skills,D,D3,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D4,academic-writing-skills,D,D4,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D5,academic-writing-skills,D,D5,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A1,academic-writing-skills,A,A1,raw_model,2,answer,177,112,112,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A2,academic-writing-skills,A,A2,raw_model,2,answer,250,250,357,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A3,academic-writing-skills,A,A3,raw_model,2,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A4,academic-writing-skills,A,A4,raw_model,2,answer,5,5,5,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A5,academic-writing-skills,A,A5,raw_model,2,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B1,academic-writing-skills,B,B1,raw_model,2,answer,90,90,90,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B2,academic-writing-skills,B,B2,raw_model,2,answer,16,16,16,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B3,academic-writing-skills,B,B3,raw_model,2,answer,74,74,74,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B4,academic-writing-skills,B,B4,raw_model,2,answer,read,read,read,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B5,academic-writing-skills,B,B5,raw_model,2,answer,6,6,6,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C1,academic-writing-skills,C,C1,raw_model,2,answer,7,6,6,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C2,academic-writing-skills,C,C2,raw_model,2,answer,8,8,9,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C3,academic-writing-skills,C,C3,raw_model,2,answer,1,2,2,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C4,academic-writing-skills,C,C4,raw_model,2,answer,10,11,11,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C5,academic-writing-skills,C,C5,raw_model,2,answer,23,23,23,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D1,academic-writing-skills,D,D1,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D2,academic-writing-skills,D,D2,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D3,academic-writing-skills,D,D3,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D4,academic-writing-skills,D,D4,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D5,academic-writing-skills,D,D5,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A1,academic-writing-skills,A,A1,raw_model,3,answer,177,112,112,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A2,academic-writing-skills,A,A2,raw_model,3,answer,250,250,357,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A3,academic-writing-skills,A,A3,raw_model,3,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A4,academic-writing-skills,A,A4,raw_model,3,answer,5,5,5,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-A5,academic-writing-skills,A,A5,raw_model,3,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B1,academic-writing-skills,B,B1,raw_model,3,answer,90,90,90,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B2,academic-writing-skills,B,B2,raw_model,3,answer,16,16,16,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B3,academic-writing-skills,B,B3,raw_model,3,answer,74,74,74,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B4,academic-writing-skills,B,B4,raw_model,3,answer,read,read,read,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-B5,academic-writing-skills,B,B5,raw_model,3,answer,6,6,6,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C1,academic-writing-skills,C,C1,raw_model,3,answer,7,6,6,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C2,academic-writing-skills,C,C2,raw_model,3,answer,8,8,9,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C3,academic-writing-skills,C,C3,raw_model,3,answer,1,2,2,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C4,academic-writing-skills,C,C4,raw_model,3,answer,10,11,11,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-C5,academic-writing-skills,C,C5,raw_model,3,answer,23,23,23,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D1,academic-writing-skills,D,D1,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D2,academic-writing-skills,D,D2,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D3,academic-writing-skills,D,D3,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D4,academic-writing-skills,D,D4,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
academic-writing-skills-D5,academic-writing-skills,D,D5,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
