stratum_type,project,vendor,command_name,calls,share_of_shell_calls
project_vendor,academic-writing-skills,claude,cat,7,0.023333333333333334
project_vendor,academic-writing-skills,claude,cd,98,0.32666666666666666
project_vendor,academic-writing-skills,claude,du,3,0.01
project_vendor,academic-writing-skills,claude,echo,3,0.01
project_vendor,academic-writing-skills,claude,find,18,0.06
project_vendor,academic-writing-skills,claude,for,15,0.05
project_vendor,academic-writing-skills,claude,gh,13,0.043333333333333335
project_vendor,academic-writing-skills,claude,git,53,0.17666666666666667
project_vendor,academic-writing-skills,claude,grep,38,0.12666666666666668
project_vendor,academic-writing-skills,claude,ls,28,0.09333333333333334
project_vendor,academic-writing-skills,claude,mkdir,4,0.013333333333333334
project_vendor,academic-writing-skills,claude,python3,1,0.0033333333333333335
project_vendor,academic-writing-skills,claude,rm,2,0.006666666666666667
project_vendor,academic-writing-skills,claude,rmdir,2,0.006666666666666667
project_vendor,academic-writing-skills,claude,sed,4,0.013333333333333334
project_vendor,academic-writing-skills,claude,tar,3,0.01
project_vendor,academic-writing-skills,claude,tmpdir=$(mktemp,1,0.0033333333333333335
project_vendor,academic-writing-skills,claude,wc,5,0.016666666666666666
project,agentsight,ALL,"
sed",2,2.7087791532356366e-05
project,agentsight,ALL,#,146,0.0019774087818620147
project,agentsight,ALL,(cd,1,1.3543895766178183e-05
project,agentsight,ALL,(perf,1,1.3543895766178183e-05
project,agentsight,ALL,(printf,2,2.7087791532356366e-05
project,agentsight,ALL,(sleep,1,1.3543895766178183e-05
project,agentsight,ALL,(source,2,2.7087791532356366e-05
project,agentsight,ALL,--kill-after=5s,1,1.3543895766178183e-05
project,agentsight,ALL,--signal=INT,9,0.00012189506189560366
project,agentsight,ALL,-E,3,4.063168729853455e-05
project,agentsight,ALL,//,118,0.0015981797004090256
project,agentsight,ALL,002-experiment-plan-20260713T173132-0700.md;,1,1.3543895766178183e-05
project,agentsight,ALL,0035f455b3ff2295167a844f04d85d34.json;,1,1.3543895766178183e-05
project,agentsight,ALL,01-experiment-gate;,2,2.7087791532356366e-05
project,agentsight,ALL,03-review-gate;,3,4.063168729853455e-05
project,agentsight,ALL,1.1,1,1.3543895766178183e-05
project,agentsight,ALL,10,2,2.7087791532356366e-05
project,agentsight,ALL,100-blind-full-paper-read-and-attack-map.md,1,1.3543895766178183e-05
project,agentsight,ALL,10s,1,1.3543895766178183e-05
project,agentsight,ALL,12,5,6.771947883089092e-05
project,agentsight,ALL,120,1,1.3543895766178183e-05
project,agentsight,ALL,120s,3,4.063168729853455e-05
project,agentsight,ALL,127.0.0.1:46102,1,1.3543895766178183e-05
project,agentsight,ALL,127.0.0.1:46370,2,2.7087791532356366e-05
project,agentsight,ALL,12s,2,2.7087791532356366e-05
project,agentsight,ALL,15,5,6.771947883089092e-05
project,agentsight,ALL,15s,3,4.063168729853455e-05
project,agentsight,ALL,180s,15,0.00020315843649267276
project,agentsight,ALL,18s,2,2.7087791532356366e-05
project,agentsight,ALL,2,4,5.417558306471273e-05
project,agentsight,ALL,20,8,0.00010835116612942546
project,agentsight,ALL,20s,18,0.00024379012379120731
project,agentsight,ALL,240s,3,4.063168729853455e-05
project,agentsight,ALL,25s,1,1.3543895766178183e-05
project,agentsight,ALL,27b,2,2.7087791532356366e-05
project,agentsight,ALL,2s,1,1.3543895766178183e-05
project,agentsight,ALL,3,2,2.7087791532356366e-05
project,agentsight,ALL,30,21,0.00028442181108974184
project,agentsight,ALL,300,1,1.3543895766178183e-05
project,agentsight,ALL,300s,2,2.7087791532356366e-05
project,agentsight,ALL,30s,9,0.00012189506189560366
project,agentsight,ALL,3865;,1,1.3543895766178183e-05
project,agentsight,ALL,45s,6,8.12633745970691e-05
project,agentsight,ALL,4s,4,5.417558306471273e-05
project,agentsight,ALL,5,16,0.00021670233225885093
project,agentsight,ALL,570,2,2.7087791532356366e-05
project,agentsight,ALL,5s,2,2.7087791532356366e-05
project,agentsight,ALL,60,2,2.7087791532356366e-05
project,agentsight,ALL,60s,21,0.00028442181108974184
project,agentsight,ALL,6s,17,0.00023024622802502912
project,agentsight,ALL,8,3,4.063168729853455e-05
project,agentsight,ALL,80s,1,1.3543895766178183e-05
project,agentsight,ALL,900s,4,5.417558306471273e-05
project,agentsight,ALL,90s,11,0.00014898285342796
project,agentsight,ALL,990-independent-outer-audit-20260713T105435-0700.md,1,1.3543895766178183e-05
project,agentsight,ALL,990-independent-outer-audit-20260713T112434-0700.md;,1,1.3543895766178183e-05
project,agentsight,ALL,AGENTSIGHT_AGENT_CANARY_BUILD=0,5,6.771947883089092e-05
project,agentsight,ALL,AGENTSIGHT_AGENT_CANARY_REAL_AGENT=1,2,2.7087791532356366e-05
project,agentsight,ALL,AGENTSIGHT_REAL_CLAUDE_SMOKE=1,18,0.00024379012379120731
project,agentsight,ALL,AGENTSIGHT_REAL_CLAUDE_TOOL_SMOKE=1,13,0.0001760706449603164
project,agentsight,ALL,AGENTSIGHT_REAL_CLI_SMOKE=1,6,8.12633745970691e-05
project,agentsight,ALL,AGENTSIGHT_REAL_GEMINI_SMOKE=1,14,0.00018961454072649456
project,agentsight,ALL,AGENTSIGHT_REAL_OPENCLAW_SMOKE=1,2,2.7087791532356366e-05
project,agentsight,ALL,AGENTSIGHT_SYNC_VENDOR=1,17,0.00023024622802502912
project,agentsight,ALL,ActPlane;,1,1.3543895766178183e-05
project,agentsight,ALL,BASE=$(git,4,5.417558306471273e-05
project,agentsight,ALL,CARGO_LOG=cargo::core::workspace=trace,1,1.3543895766178183e-05
project,agentsight,ALL,CLAUDE_BIN=$(readlink,1,1.3543895766178183e-05
project,agentsight,ALL,CLAUDE_PID=67363;,1,1.3543895766178183e-05
project,agentsight,ALL,Cargo.toml --release --,2,2.7087791532356366e-05
project,agentsight,ALL,DB=$(ls,1,1.3543895766178183e-05
project,agentsight,ALL,GIT_EDITOR=cat,1,1.3543895766178183e-05
project,agentsight,ALL,GIT_EDITOR=true,2,2.7087791532356366e-05
project,agentsight,ALL,GIT_TERMINAL_PROMPT=0,2,2.7087791532356366e-05
project,agentsight,ALL,GIT_TRACE=1,5,6.771947883089092e-05
project,agentsight,ALL,HOME=$(mktemp,1,1.3543895766178183e-05
project,agentsight,ALL,INT,5,6.771947883089092e-05
project,agentsight,ALL,LATEST_CODEX=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,LC_ALL=C,10,0.00013543895766178184
project,agentsight,ALL,NEXT_TELEMETRY_DISABLED=1,6,8.12633745970691e-05
project,agentsight,ALL,NODE=$(command,2,2.7087791532356366e-05
project,agentsight,ALL,NODE_BIN=$(command,1,1.3543895766178183e-05
project,agentsight,ALL,OLD=$(ss,8,0.00010835116612942546
project,agentsight,ALL,P=$(pgrep,1,1.3543895766178183e-05
project,agentsight,ALL,PATH=$PATH,5,6.771947883089092e-05
project,agentsight,ALL,PORT=46102,1,1.3543895766178183e-05
project,agentsight,ALL,PR_NODE=$(gh,3,4.063168729853455e-05
project,agentsight,ALL,PYTHONDONTWRITEBYTECODE=1,75,0.0010157921824633638
project,agentsight,ALL,PYTHONPATH=agentflame,31,0.0004198607687515237
project,agentsight,ALL,PYTHONPATH=script,47,0.0006365631010103746
project,agentsight,ALL,PYTHONPATH=src,1,1.3543895766178183e-05
project,agentsight,ALL,PYTHONUNBUFFERED=1,3,4.063168729853455e-05
project,agentsight,ALL,Qwen.Qwen3.6-27B.f16.gguf.Q4_K_M.gguf,1,1.3543895766178183e-05
project,agentsight,ALL,R160_CACHED_SECONDS=%e,1,1.3543895766178183e-05
project,agentsight,ALL,R160_CLEAN_SECONDS=%e,1,1.3543895766178183e-05
project,agentsight,ALL,R160_FIXED_CACHED_SECONDS=%e,1,1.3543895766178183e-05
project,agentsight,ALL,R160_FIXED_CLEAN_SECONDS=%e,1,1.3543895766178183e-05
project,agentsight,ALL,RUN=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,RUSTFLAGS=-W dead-code -W unused-imports,2,2.7087791532356366e-05
project,agentsight,ALL,RUSTFLAGS=-W dead_code,2,2.7087791532356366e-05
project,agentsight,ALL,RUSTFLAGS=-W unused,1,1.3543895766178183e-05
project,agentsight,ALL,RUST_BACKTRACE=1,2,2.7087791532356366e-05
project,agentsight,ALL,SESSION_ARGS=(,3,4.063168729853455e-05
project,agentsight,ALL,SYSDIR=$(ls,1,1.3543895766178183e-05
project,agentsight,ALL,T=$(mktemp,1,1.3543895766178183e-05
project,agentsight,ALL,TMP=$(mktemp,1,1.3543895766178183e-05
project,agentsight,ALL,TMPDIR_REAL=$(cat,12,0.0001625267491941382
project,agentsight,ALL,TMP_HOME=$(mktemp,1,1.3543895766178183e-05
project,agentsight,ALL,Vancouver,1,1.3543895766178183e-05
project,agentsight,ALL,a=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,actionlint,1,1.3543895766178183e-05
project,agentsight,ALL,actplane,2,2.7087791532356366e-05
project,agentsight,ALL,added=$(git,1,1.3543895766178183e-05
project,agentsight,ALL,agent-workloads,14,0.00018961454072649456
project,agentsight,ALL,agentflame,3,4.063168729853455e-05
project,agentsight,ALL,agentpprof,154,0.00208575994799144
project,agentsight,ALL,agentpprof-c3ba517abd285254,3,4.063168729853455e-05
project,agentsight,ALL,agentpprof-candidate-scan,1,1.3543895766178183e-05
project,agentsight,ALL,agentpprof-workspace-scan,1,1.3543895766178183e-05
project,agentsight,ALL,agentprof,3,4.063168729853455e-05
project,agentsight,ALL,agentsight,379,0.005133136495381532
project,agentsight,ALL,agentsight from the current AgentSight source docs.nn## Validationnn1. make -n sync-external-docsn2. npm run generate:content-artifacts from appn3. git diff --checknn## NotesnnAgentSight repo should trigger trigger-document-sync through repository_dispatch. The eunomia.dev side now always performs a full external docs sync when that event arrives.,1,1.3543895766178183e-05
project,agentsight,ALL,"agentsight,yield_time_ms:1000}",2,2.7087791532356366e-05
project,agentsight,ALL,agentsight-agent-session-package-fix,1,1.3543895766178183e-05
project,agentsight,ALL,agentsight-agentpprof-review-target,2,2.7087791532356366e-05
project,agentsight,ALL,agentsight-claude-tool-debug-$(date,1,1.3543895766178183e-05
project,agentsight,ALL,agentsight-codex-raw.$RANDOM,1,1.3543895766178183e-05
project,agentsight,ALL,agentsight-gemini-debug-1779851246,2,2.7087791532356366e-05
project,agentsight,ALL,agentsight-home.2uKPzH,1,1.3543895766178183e-05
project,agentsight,ALL,agentsight-k3s.yaml,15,0.00020315843649267276
project,agentsight,ALL,agentsight-latest-smoke,7,9.480727036324728e-05
project,agentsight,ALL,agentsight-raw-ssl-http.log,1,1.3543895766178183e-05
project,agentsight,ALL,agentsight-research-semantic-flamegraph,23,0.00031150960262209823
project,agentsight,ALL,agentsight-research-semantic-flamegraph;,18,0.00024379012379120731
project,agentsight,ALL,agentsight-review-44f7087af,2,2.7087791532356366e-05
project,agentsight,ALL,agentsight-review-44f7087af-rust197,1,1.3543895766178183e-05
project,agentsight,ALL,agentsight-review-target,5,6.771947883089092e-05
project,agentsight,ALL,agentsight-userflow,25,0.00033859739415445457
project,agentsight,ALL,agsight-review.7gC8P1,1,1.3543895766178183e-05
project,agentsight,ALL,aider,1,1.3543895766178183e-05
project,agentsight,ALL,airscan-discover,1,1.3543895766178183e-05
project,agentsight,ALL,an_test=$(git,1,1.3543895766178183e-05
project,agentsight,ALL,analysis,3,4.063168729853455e-05
project,agentsight,ALL,analyze_file(),1,1.3543895766178183e-05
project,agentsight,ALL,analyze_file_robust(),1,1.3543895766178183e-05
project,agentsight,ALL,ann=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,app,1,1.3543895766178183e-05
project,agentsight,ALL,apt-cache,1,1.3543895766178183e-05
project,agentsight,ALL,archive=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,as-review-home2,1,1.3543895766178183e-05
project,agentsight,ALL,avahi-browse,3,4.063168729853455e-05
project,agentsight,ALL,awk,115,0.0015575480131104912
project,agentsight,ALL,b=$(find,20,0.0002708779153235637
project,agentsight,ALL,b=$(git,1,1.3543895766178183e-05
project,agentsight,ALL,background-related-work.md,1,1.3543895766178183e-05
project,agentsight,ALL,base=$(git,5,6.771947883089092e-05
project,agentsight,ALL,base=4f9106a8dd91edd54815f5dccc73c2c54fdbe071,1,1.3543895766178183e-05
project,agentsight,ALL,base=docs;,1,1.3543895766178183e-05
project,agentsight,ALL,"base={""messages"":[{""role"":""user"",""content"":""probe""}],""reasoning_format"":""none"",""chat_template_kwargs"":{""enable_thinking"":false}};",1,1.3543895766178183e-05
project,agentsight,ALL,bash,44,0.00059593141371184
project,agentsight,ALL,before=$(sha256sum,1,1.3543895766178183e-05
project,agentsight,ALL,before=missing,3,4.063168729853455e-05
project,agentsight,ALL,bfcl.jsonl,1,1.3543895766178183e-05
project,agentsight,ALL,bibtex,7,9.480727036324728e-05
project,agentsight,ALL,bin:$PATH,5,6.771947883089092e-05
project,agentsight,ALL,black,2,2.7087791532356366e-05
project,agentsight,ALL,body=$(cat,2,2.7087791532356366e-05
project,agentsight,ALL,body=$(printf,2,2.7087791532356366e-05
project,agentsight,ALL,body_file=$(mktemp),1,1.3543895766178183e-05
project,agentsight,ALL,body_file=$(mktemp);,1,1.3543895766178183e-05
project,agentsight,ALL,bpftrace,14,0.00018961454072649456
project,agentsight,ALL,branch=$(git,3,4.063168729853455e-05
project,agentsight,ALL,browser_profile=$(mktemp,2,2.7087791532356366e-05
project,agentsight,ALL,bun,1,1.3543895766178183e-05
project,agentsight,ALL,candidates=(,1,1.3543895766178183e-05
project,agentsight,ALL,capture-mechanics,1,1.3543895766178183e-05
project,agentsight,ALL,cargo,2875,0.038938700327762275
project,agentsight,ALL,cat,663,0.008979602892976135
project,agentsight,ALL,cbefff615c15f4de61bd0ffd1ce97d2e.json;,2,2.7087791532356366e-05
project,agentsight,ALL,cc,5,6.771947883089092e-05
project,agentsight,ALL,cd,598,0.008099249668174553
project,agentsight,ALL,child=019e95a2-d24b-7411-b993-b214c3f0f85f;,1,1.3543895766178183e-05
project,agentsight,ALL,child=019f4e0c-ace6-7790-b9f6-9f934ac4b84c;,1,1.3543895766178183e-05
project,agentsight,ALL,chmod,18,0.00024379012379120731
project,agentsight,ALL,chown,4,5.417558306471273e-05
project,agentsight,ALL,chromium,21,0.00028442181108974184
project,agentsight,ALL,chromium-browser,2,2.7087791532356366e-05
project,agentsight,ALL,clang-format,3,4.063168729853455e-05
project,agentsight,ALL,claude,156,0.0021128477395237965
project,agentsight,ALL,claude-sonnet-4.5_4runs_mini.tar.gz,2,2.7087791532356366e-05
project,agentsight,ALL,claude.exe;,1,1.3543895766178183e-05
project,agentsight,ALL,claude;,5,6.771947883089092e-05
project,agentsight,ALL,cloc,2,2.7087791532356366e-05
project,agentsight,ALL,cmp,12,0.0001625267491941382
project,agentsight,ALL,codex,52,0.0007042825798412656
project,agentsight,ALL,codex-01441-raw-ssl,2,2.7087791532356366e-05
project,agentsight,ALL,codex-01445-layer-live;,1,1.3543895766178183e-05
project,agentsight,ALL,codex-01445-plainprobe,1,1.3543895766178183e-05
project,agentsight,ALL,codex-01445-tokioprobe,1,1.3543895766178183e-05
project,agentsight,ALL,codex-01445-tree2;,1,1.3543895766178183e-05
project,agentsight,ALL,codex-linux-x64,1,1.3543895766178183e-05
project,agentsight,ALL,codex-real;,2,2.7087791532356366e-05
project,agentsight,ALL,codex.db;,2,2.7087791532356366e-05
project,agentsight,ALL,codex.debug,5,6.771947883089092e-05
project,agentsight,ALL,codex.debuglink,1,1.3543895766178183e-05
project,agentsight,ALL,codex;,1,1.3543895766178183e-05
project,agentsight,ALL,codex_file=$(rg,1,1.3543895766178183e-05
project,agentsight,ALL,coding-p2-perturbed,2,2.7087791532356366e-05
project,agentsight,ALL,column,2,2.7087791532356366e-05
project,agentsight,ALL,comm,4,5.417558306471273e-05
project,agentsight,ALL,conditions,1,1.3543895766178183e-05
project,agentsight,ALL,const,10739,0.14544789663298752
project,agentsight,ALL,container=agentsight-openclaw-attach-$$;,1,1.3543895766178183e-05
project,agentsight,ALL,container=agentsight-openclaw-docs-$$;,1,1.3543895766178183e-05
project,agentsight,ALL,containerd.sock,2,2.7087791532356366e-05
project,agentsight,ALL,controlled,1,1.3543895766178183e-05
project,agentsight,ALL,convert,28,0.0003792290814529891
project,agentsight,ALL,copilot,1,1.3543895766178183e-05
project,agentsight,ALL,corrupt-empty-objects-backup-r235-$(date,1,1.3543895766178183e-05
project,agentsight,ALL,cp,22,0.00029796570685592
project,agentsight,ALL,crictl,1,1.3543895766178183e-05
project,agentsight,ALL,crontab,1,1.3543895766178183e-05
project,agentsight,ALL,csvcut,1,1.3543895766178183e-05
project,agentsight,ALL,curl,537,0.007273072026437685
project,agentsight,ALL,current=$(rg,9,0.00012189506189560366
project,agentsight,ALL,cursor-agent,1,1.3543895766178183e-05
project,agentsight,ALL,cutoff=2026-07-10T07:00:00Z,2,2.7087791532356366e-05
project,agentsight,ALL,cycle-0002-20260712T201943-0700;,1,1.3543895766178183e-05
project,agentsight,ALL,d=$(dirname,2,2.7087791532356366e-05
project,agentsight,ALL,d=$(find,6,8.12633745970691e-05
project,agentsight,ALL,data,3,4.063168729853455e-05
project,agentsight,ALL,date,465,0.006297911531272855
project,agentsight,ALL,db=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,declare,1,1.3543895766178183e-05
project,agentsight,ALL,detex,5,6.771947883089092e-05
project,agentsight,ALL,df,8,0.00010835116612942546
project,agentsight,ALL,df98b0b9-b883-41ad-a193-92cd8fe62eca.jsonl,3,4.063168729853455e-05
project,agentsight,ALL,diff,39,0.0005282119348809491
project,agentsight,ALL,dist,1,1.3543895766178183e-05
project,agentsight,ALL,dist;,3,4.063168729853455e-05
project,agentsight,ALL,dmesg,4,5.417558306471273e-05
project,agentsight,ALL,docker,43,0.0005823875179456619
project,agentsight,ALL,dpkg,2,2.7087791532356366e-05
project,agentsight,ALL,du,48,0.0006501069967765528
project,agentsight,ALL,duckdb,10,0.00013543895766178184
project,agentsight,ALL,echo,64,0.0008668093290354037
project,agentsight,ALL,elapsed=%e,3,4.063168729853455e-05
project,agentsight,ALL,elapsed=%e maxrss=%M,1,1.3543895766178183e-05
project,agentsight,ALL,elapsed=%e maxrss_kb=%M,2,2.7087791532356366e-05
project,agentsight,ALL,elapsed=%e rss_kb=%M,1,1.3543895766178183e-05
project,agentsight,ALL,elapsed=%e user=%U sys=%S maxrss=%M,4,5.417558306471273e-05
project,agentsight,ALL,eu-unstrip;,1,1.3543895766178183e-05
project,agentsight,ALL,eunomia.dev,2,2.7087791532356366e-05
project,agentsight,ALL,evaluate.py;,1,1.3543895766178183e-05
project,agentsight,ALL,evaluation-claims-setup.zh-CN.md;,1,1.3543895766178183e-05
project,agentsight,ALL,expect,1,1.3543895766178183e-05
project,agentsight,ALL,experiment-001;,4,5.417558306471273e-05
project,agentsight,ALL,experiment-002,1,1.3543895766178183e-05
project,agentsight,ALL,experiment-20260719T183118-0700;,6,8.12633745970691e-05
project,agentsight,ALL,experiment-20260719T220029-0700,1,1.3543895766178183e-05
project,agentsight,ALL,experiment-rq1-association-20260715T035503-0700,10,0.00013543895766178184
project,agentsight,ALL,export,1,1.3543895766178183e-05
project,agentsight,ALL,external,9,0.00012189506189560366
project,agentsight,ALL,extract_body(),2,2.7087791532356366e-05
project,agentsight,ALL,extract_calls(),1,1.3543895766178183e-05
project,agentsight,ALL,extract_calls_seq(),1,1.3543895766178183e-05
project,agentsight,ALL,f=$(find,23,0.00031150960262209823
project,agentsight,ALL,f=$(ls,1,1.3543895766178183e-05
project,agentsight,ALL,f=$(rg,3,4.063168729853455e-05
project,agentsight,ALL,ffmpeg,2,2.7087791532356366e-05
project,agentsight,ALL,ffprobe,1,1.3543895766178183e-05
project,agentsight,ALL,file,25,0.00033859739415445457
project,agentsight,ALL,files=$(git,1,1.3543895766178183e-05
project,agentsight,ALL,files=(,1,1.3543895766178183e-05
project,agentsight,ALL,files=();,3,4.063168729853455e-05
project,agentsight,ALL,filterdiff,2,2.7087791532356366e-05
project,agentsight,ALL,final-review-fixes-real-agent,1,1.3543895766178183e-05
project,agentsight,ALL,final-token-fd-real-agent,1,1.3543895766178183e-05
project,agentsight,ALL,find,2358,0.031936506216648154
project,agentsight,ALL,first=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,fold,1,1.3543895766178183e-05
project,agentsight,ALL,for,816,0.011051818945201398
project,agentsight,ALL,full;,5,6.771947883089092e-05
project,agentsight,ALL,function,1,1.3543895766178183e-05
project,agentsight,ALL,fuser,1,1.3543895766178183e-05
project,agentsight,ALL,ga=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,geckodriver,1,1.3543895766178183e-05
project,agentsight,ALL,gemini,15,0.00020315843649267276
project,agentsight,ALL,gemini-cli-core;,2,2.7087791532356366e-05
project,agentsight,ALL,gemini-real;,1,1.3543895766178183e-05
project,agentsight,ALL,getent,1,1.3543895766178183e-05
project,agentsight,ALL,gh,1761,0.023850800444239782
project,agentsight,ALL,gio,2,2.7087791532356366e-05
project,agentsight,ALL,git,9525,0.1290056071728472
project,agentsight,ALL,go,37,0.0005011241433485928
project,agentsight,ALL,google-chrome,5,6.771947883089092e-05
project,agentsight,ALL,grep,2193,0.029701763415228757
project,agentsight,ALL,grok,47,0.0006365631010103746
project,agentsight,ALL,gzip,4,5.417558306471273e-05
project,agentsight,ALL,head,284,0.003846466397594604
project,agentsight,ALL,head_lines=$(git,4,5.417558306471273e-05
project,agentsight,ALL,hf,38,0.000514668039114771
project,agentsight,ALL,hierarchical-research-state-machine.md,1,1.3543895766178183e-05
project,agentsight,ALL,hintbench.json;,5,6.771947883089092e-05
project,agentsight,ALL,hintbench_val.json;,1,1.3543895766178183e-05
project,agentsight,ALL,home,2,2.7087791532356366e-05
project,agentsight,ALL,hp-probe,1,1.3543895766178183e-05
project,agentsight,ALL,http-response-filter-fix-20260715-174922;,3,4.063168729853455e-05
project,agentsight,ALL,i.test(n)).join(n));,1,1.3543895766178183e-05
project,agentsight,ALL,id,13,0.0001760706449603164
project,agentsight,ALL,id;,1,1.3543895766178183e-05
project,agentsight,ALL,identify,9,0.00012189506189560366
project,agentsight,ALL,ids=$(find,3,4.063168729853455e-05
project,agentsight,ALL,if,86,0.0011647750358913238
project,agentsight,ALL,init_skill.py,1,1.3543895766178183e-05
project,agentsight,ALL,inkscape,1,1.3543895766178183e-05
project,agentsight,ALL,install,10,0.00013543895766178184
project,agentsight,ALL,instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.traj.json,1,1.3543895766178183e-05
project,agentsight,ALL,ip,2,2.7087791532356366e-05
project,agentsight,ALL,ippfind,1,1.3543895766178183e-05
project,agentsight,ALL,journalctl,1,1.3543895766178183e-05
project,agentsight,ALL,jq,1341,0.018162364222444945
project,agentsight,ALL,k3s,1,1.3543895766178183e-05
project,agentsight,ALL,kill,60,0.000812633745970691
project,agentsight,ALL,kpsewhich,1,1.3543895766178183e-05
project,agentsight,ALL,kubectl,3,4.063168729853455e-05
project,agentsight,ALL,kubectl;,1,1.3543895766178183e-05
project,agentsight,ALL,latest-agent-canary-rerun-20260715-173502,2,2.7087791532356366e-05
project,agentsight,ALL,latest-agent-canary-rerun;,3,4.063168729853455e-05
project,agentsight,ALL,latest=$(find,2,2.7087791532356366e-05
project,agentsight,ALL,latest_agent_cli_canary.sh,5,6.771947883089092e-05
project,agentsight,ALL,latexmk,61,0.0008261776417368691
project,agentsight,ALL,ldconfig,1,1.3543895766178183e-05
project,agentsight,ALL,ldd,2,2.7087791532356366e-05
project,agentsight,ALL,let,3,4.063168729853455e-05
project,agentsight,ALL,"let{output,...rest}=await",3,4.063168729853455e-05
project,agentsight,ALL,llama-cli,8,0.00010835116612942546
project,agentsight,ALL,llama-completion,2,2.7087791532356366e-05
project,agentsight,ALL,llama-gguf,4,5.417558306471273e-05
project,agentsight,ALL,llama-server,25,0.00033859739415445457
project,agentsight,ALL,llama-tokenize,1,1.3543895766178183e-05
project,agentsight,ALL,llm-agents-study,4,5.417558306471273e-05
project,agentsight,ALL,ln,2,2.7087791532356366e-05
project,agentsight,ALL,loop-001-rq1-r114-current-profile;,2,2.7087791532356366e-05
project,agentsight,ALL,loop-001-rq2-hintbench;,1,1.3543895766178183e-05
project,agentsight,ALL,loop-rq2-02,22,0.00029796570685592
project,agentsight,ALL,loop-rq2-agentnet,4,5.417558306471273e-05
project,agentsight,ALL,loop-rq2-agentprocessbench-wilson;,1,1.3543895766178183e-05
project,agentsight,ALL,lpoptions,2,2.7087791532356366e-05
project,agentsight,ALL,lpstat,3,4.063168729853455e-05
project,agentsight,ALL,ls,772,0.010455887531489558
project,agentsight,ALL,lscpu,1,1.3543895766178183e-05
project,agentsight,ALL,lsof,11,0.00014898285342796
project,agentsight,ALL,lsusb,4,5.417558306471273e-05
project,agentsight,ALL,lynx,1,1.3543895766178183e-05
project,agentsight,ALL,m=$(find,1,1.3543895766178183e-05
project,agentsight,ALL,main.pdf,1,1.3543895766178183e-05
project,agentsight,ALL,main.tex,1,1.3543895766178183e-05
project,agentsight,ALL,make,495,0.006704228404258201
project,agentsight,ALL,man,2,2.7087791532356366e-05
project,agentsight,ALL,master-before-drop-116-119-$(date +%Y%m%d-%H%M%S),1,1.3543895766178183e-05
project,agentsight,ALL,matter,2,2.7087791532356366e-05
project,agentsight,ALL,md5sum,1,1.3543895766178183e-05
project,agentsight,ALL,meta=$(rg,1,1.3543895766178183e-05
project,agentsight,ALL,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0.tar.zst,1,1.3543895766178183e-05
project,agentsight,ALL,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0.tar.zst;,2,2.7087791532356366e-05
project,agentsight,ALL,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-compile-compcert-997ae681.tar.zst;,1,1.3543895766178183e-05
project,agentsight,ALL,miniswe-OpenAI__GPT-5-clap-rs__clap-2501-1c7ee8f3.tar.zst;,2,2.7087791532356366e-05
project,agentsight,ALL,miniswe-OpenAI__GPT-5-instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-0b674c2a.tar.zst;,2,2.7087791532356366e-05
project,agentsight,ALL,mkdir,140,0.0018961454072649456
project,agentsight,ALL,mktemp,20,0.0002708779153235637
project,agentsight,ALL,mlr,1,1.3543895766178183e-05
project,agentsight,ALL,monitor-2026-W25.db;,3,4.063168729853455e-05
project,agentsight,ALL,montage,1,1.3543895766178183e-05
project,agentsight,ALL,mv,26,0.0003521412899206328
project,agentsight,ALL,native,1,1.3543895766178183e-05
project,agentsight,ALL,native=$(find,2,2.7087791532356366e-05
project,agentsight,ALL,naturalistic,5,6.771947883089092e-05
project,agentsight,ALL,nginx,1,1.3543895766178183e-05
project,agentsight,ALL,nl,5120,0.0693447463228323
project,agentsight,ALL,nm,5,6.771947883089092e-05
project,agentsight,ALL,nmap,2,2.7087791532356366e-05
project,agentsight,ALL,node,98,0.001327301785085462
project,agentsight,ALL,nonexistent,1,1.3543895766178183e-05
project,agentsight,ALL,npm,193,0.0026139718828723894
project,agentsight,ALL,npm_diag_build=$(mktemp,1,1.3543895766178183e-05
project,agentsight,ALL,npm_diag_dir=$(mktemp,1,1.3543895766178183e-05
project,agentsight,ALL,npx,43,0.0005823875179456619
project,agentsight,ALL,nvidia-smi,13,0.0001760706449603164
project,agentsight,ALL,objdump,26,0.0003521412899206328
project,agentsight,ALL,od,1,1.3543895766178183e-05
project,agentsight,ALL,official-repo;,2,2.7087791532356366e-05
